Nom de la gare;Code UIC;Total Voyageurs + Non voyageurs 2022;Total Voyageurs + Non voyageurs 2021;Total Voyageurs + Non voyageurs 2020;Total Voyageurs + Non voyageurs 2019
Saint-Rambert-d'Albon;761106;423374;310611;248632;357184
Saint-Raphaël;757526;1697831;1362502;961094;1421409
Saint-Saturnin-lès-Avignon;765438;28764;21222;13520;19977
Saint-Sébastien;592493;4818;2989;2321;4365
Saint-Senoux - Pléchâtel;471169;17992;10673;11508;16198
Saint-Sever;447714;0;2;7;48
Saint-Victor-l'Abbaye;415166;12871;9904;9271;13221
Saint-Victurnien;592683;7943;4578;2816;2588
Saint-Vit;718320;220128;140637;122168;157152
Sanry-sur-Nied;192229;8579;8214;7413;9866
Santeuil - Le Perchay;381186;35168;38184;10628;20305
Sarcelles - Saint-Brice;276386;5440971;4889833;1368690;5638420
Sarreguemines;193615;571280;472208;401838;479822
Saumur;487603;1019956;762235;574194;902026
Sauveterre-la-Lémance;586495;1446;835;826;1405
Savigny-le-Temple - Nandy;682187;3489606;2873678;2133225;4226403
Selles-sur-Cher;576868;31557;27077;19177;27663
Seltz;212431;49668;38509;34485;47482
Sept-Saulx;171645;20435;17497;11372;7067
Sérézin-du-Rhône;722546;329043;226220;188689;283716
Serqueux;411470;79619;58319;45212;78511
Serres;763722;11638;7988;5138;11608
Servon-sur-Vilaine;471532;164831;105276;90761;123451
Servoz;746719;13058;9904;8238;9679
Sète;773200;1618999;1270016;875372;1196168
Seugy;272039;60917;47222;13795;65028
Sèvres Rive Gauche;393124;1725455;1413967;1140032;2089735
Sotteville-lès-Rouen;411223;10827;10819;9759;20331
Soulac-sur-Mer;581371;60670;53384;39215;50903
Stade de France Saint-Denis;164780;7844102;4425669;3879984;9511865
Staffelfelden;182691;65893;51329;50329;68825
Stephansfeld;212126;29958;24881;23185;40172
Strazeele;286203;55301;41989;39005;49897
Tarascon;765354;261639;230751;141940;266809
Tergnier;296442;576693;497654;418067;506609
Thann Centre;472605;44853;34360;34474;44953
Thionville;191007;3427774;2468316;2000766;3035898
Thuès les Bains;784744;478;406;416;271
Tillières-sur-Avre;393587;0;0;0;0
Torpes - Boussières;718114;3799;3324;3100;2743
Toulon Sainte-Musse;65;0;0;0;0
Tournon;761460;266;183;78;196
Tournus;725622;513779;404693;316138;354058
Tours;571000;7810693;5471315;3940268;6202721
Trappes;393835;3413529;3020129;2197802;4133446
Triel-sur-Seine;381806;771326;687786;236971;463897
Trois Chênes;184242;18236;12744;14019;22181
Trouville - Deauville;444372;1099932;812615;616688;1024945
Uckange;191130;700230;464471;338328;504289
Val d'Argenteuil;381798;6287678;5607085;3403105;6554397
Val de Fontenay;113712;16450965;22148961;17692029;17693555
Valdahon;718544;262860;183850;193443;215139
Valergues - Lansargues;773432;18922;13920;8348;8308
Varennes-sur-Allier;696351;103066;73017;58073;96115
Varilhes;611327;54551;37204;22937;44325
Vendôme;574558;105704;86749;79003;96700
Verdun;175778;227274;181369;153225;171134
Verneuil-sur-Avre;393595;232720;158869;122417;178900
Vernon - Giverny;415604;2533679;1917593;1311752;2297009
Vierzon;576009;1399811;1020274;728896;1089246
Vierzy;271783;555;246;274;305
Vieux-Thann;182550;193020;178632;177118;193182
Vif;747576;41839;7873;3103;5942
Villeneuve Triage;681809;1092378;1065829;450589;1322503
Villeparisis - Mitry-le-Neuf;271510;3855727;3280952;2035390;4668437
Villepinte;271452;2192462;2000408;1325500;2654695
Villepreux - Les Clayes;393413;1665949;1318558;883515;2017279
Villers-les-Pots;713339;2416;1791;1079;976
Villers-sur-Mer;444398;6722;4892;3706;6889
Vimy;342576;20615;14653;10616;19849
Vitré;471508;1122595;794216;679726;955940
Vitrolles Aéroport Marseille Provence;439554;686011;509288;464684;761167
Vivoin - Beaumont;396077;41499;29875;24763;48894
Walbach;182360;2522;3636;3027;5326
Wissembourg;213470;313706;233222;187487;257667
Wittring;193656;1927;3101;5284;6744
Ygos-Saint-Saturnin;671487;38618;32853;24258;24844
Yutz;191304;2021;873;804;1186
Zillisheim;182196;24942;22296;24257;39973
Achiet-le-Grand;342048;80648;71432;67305;97848
Aéroport Charles de Gaulle 1;271460;6584031;3460437;2177954;7971396
Aéroport Charles de Gaulle 2 TGV;271494;12999716;6312246;5035012;15283854
Agen;586008;1925639;1480009;1076205;1514154
Aiguebelette-le-Lac;741421;4046;3658;2921;4754
Aiguebelle;741256;73947;65472;62936;80418
Aigues-Mortes;775858;11325;8201;5683;6146
Aix-en-Provence;751404;642352;294057;201864;576965
Alaï;722744;48664;37923;32702;37840
Albertville;741645;372140;286202;232455;356454
Albi;615005;664902;489089;358781;519537
Allassac;594234;23681;17797;15856;23411
Allenc;783654;409;206;182;235
Altkirch;182238;311395;266043;231239;343273
Ambazac;592311;35478;28521;25184;27893
Amifontaine;171744;15468;14165;13302;14722
Andilly;142364;0;0;0;0
Anizy - Pinon;296566;97130;76946;59518;87841
Annecy;746008;3522126;2659257;1953611;2917596
Anor;295055;18987;18522;14384;20768
Antibes;757674;2981162;2144725;1573648;2805606
Argentière;746859;16320;12758;12408;14463
Arras;342014;4900141;3724885;3277711;5371360
Aspres-sur-Buëch;763250;3469;2895;3410;8513
Aubigné-Racan;396572;15606;13479;8620;13396
Aubigny-en-Artois;342246;21509;21048;39296;50207
Auboué;191684;2001;1694;1568;2608
Augy Vaux;683607;0;0;0;1
Aulnat Aéroport;562421;10248;7691;6224;10154
Aurec-sur-Loire;726760;69604;49788;35557;69598
Aurillac;645002;167157;144875;101308;150218
Auvers-sur-Oise;276543;103170;94246;59979;137596
Avenue Henri Martin;381046;668376;418488;436310;809171
Avignon Centre;765008;3469906;2583819;1598922;2877450
Ax-les-Thermes;611533;87663;48402;35495;66861
Bagnac-sur-Célé;613604;2867;1924;920;1569
Bailleul;286179;1072439;873202;779593;1042449
Bailleul-Sir-Berthoult;342592;647;540;640;852
Bains-les-Bains;144147;3181;1788;1965;2801
Ballancourt-sur-Essonne;681437;400923;437411;261589;485406
Ballersdorf;181073;0;0;0;0
Baraqueville Carcenac Peyralès;615757;13212;10006;7645;9837
Baroncourt;192658;20257;8374;5756;9000
Base Aérienne;699223;2079;659;95;0
Batz-sur-Mer;481770;26382;18989;11761;15922
Baule;574152;23367;11469;8932;16635
Béard;696468;1688;460;295;334
Beaucaire;775023;47307;34642;17161;6521
Beaumont-le-Roger;387183;12724;7841;6269;12520
Beaune;713545;1175328;834917;745563;1026031
Beaurainville;317198;22374;13682;1744;2379
Beauvoisin;775809;15736;12738;4826;916
Bédarrides;765198;17713;13476;9782;20446
Bellac;592485;33299;24849;16307;26216
Belle-Isle - Bégard;473165;2405;2760;2286;1711
Belleville;141804;26977;20628;17494;25006
Bellevue;393116;1094825;963958;561566;1326402
Belvezet;783670;535;253;311;264
Belz - Ploemel;476408;3106;2349;1375;1586
Besançon Mouillère;718015;63088;38644;52359;80798
Beslé;471219;38875;22049;15975;28946
Beuvrages;343160;1989;1588;913;2320
Beynes;393363;158901;151643;86727;192598
Bidos;691949;5185;3220;2525;7401
Billy-Montigny;345140;219810;176102;173372;291949
Blainville - Damelevières;141135;344407;270275;222109;314225
Blangy-sur-Ternoise;317248;1373;882;77;8
Blanzy;694612;21359;22555;21322;13853
Blonville-sur-Mer - Benerville;444380;2498;1864;1398;2404
Bohain-en-Vermandois;296269;177537;150650;136809;177618
Boissise-le-Roi;682518;106713;89893;68921;129195
Bollène La Croisière;764357;221187;173108;109015;167810
Bordeaux Saint-Jean;581009;26362827;20314398;13807523;21821796
Bouchain;345389;25412;17881;25002;37029
Boucoiran-et-Nozières;775346;6650;6038;3772;1745
Bougival;382440;788442;703957;436970;876847
Boulogne Tintelleries;317016;333835;302752;260656;393366
Boulouris sur Mer;757534;33544;23267;13038;19593
Bouray;545178;1219351;953033;626559;1476220
Bourg-Saint-Maurice;741793;541688;255739;307769;461416
Bournezeau;486324;2252;1058;320;949
Boussens;611095;291003;206046;156245;238072
Boves;313213;16122;13791;10945;18323
Brest;474007;2962980;2200677;1631411;2453255
Breteil;471102;85747;57397;59860;87850
Brétigny-sur-Orge;545194;5496901;5104301;3240166;6654818
Breuillet - Bruyères-le-Châtel;545483;425888;457908;257008;515602
Brignoud;747451;320593;204044;170315;282375
Bruges;581736;27131;29469;26358;51176
Brunoy;682120;4246577;3464332;920246;5141272
Buno - Gironville;681510;50110;42004;34449;60666
Byans-sur-Doubs;718122;8622;6242;6415;5284
Caffiers;317321;2566;1110;1764;3196
Cambo-les-Bains;673657;32692;11948;6764;7449
Carentan;447243;247643;168035;139679;239495
Caudéran Mérignac;581538;60489;55654;45141;85075
Caussade;613356;194717;144476;97095;113577
Cavignac;491217;72739;53449;40871;55349
Cazères;611079;257228;201364;154508;190025
Cerbère;785006;71860;51686;34933;53142
Cergy Préfecture;381905;12677261;8443663;5992100;12236286
Cerizay;487280;1081;763;465;535
Cernay (Haut-Rhin);182410;527109;455343;439083;501097
Cesson-Sévigné;334490;208241;133798;121307;181824
Chambly;276725;851569;694863;577172;842946
Chamborigaud;775221;6915;5833;4899;6555
Champ de Mars Tour Eiffel;393058;6564413;2516159;1472021;7947231
Champagnole;715326;55022;46373;36540;35922
Champbenoist - Poigny;115873;182176;144147;105983;220552
Château-Arnoux-Saint-Auban;751230;20550;11083;7155;18133
Châteaubriant Tram Train;590372;110070;72910;56599;100608
Châteaulin;474064;55668;36172;20984;32682
Châtelaillon-Plage;485110;123934;88489;56464;85288
Chaugey;712679;13134;9623;10429;9833
Chaulnes;313478;116268;96116;66093;85930
Chazay - Marcilly;721415;20138;16123;12148;17133
Chemilly - Appoigny;683532;1471;627;1286;4728
Chenevières;141382;1502;1574;2163;2096
Chèvremont;184259;0;0;0;0
Chirac;783290;72;20;59;22
Clacy - Mons;296178;1063;733;997;408
Clamecy;696807;37889;21382;17143;27041
Clermont La Pardieu;782607;350614;278096;248104;326766
Clermont-en-Argonne;175737;22;32;91;116
Cloyes-sur-le-Loir;574509;19900;15729;11071;14659
Cluses;746370;689946;545750;477186;610769
Coarraze - Nay;672139;59827;39721;26993;33712
Coignières;393272;386452;358287;226641;466909
Commentry;641415;126773;116570;116028;161158
Conflans - Jarny;192666;157419;115685;90014;138483
Contrexéville;144287;33195;24991;18447;25390
Corbie;313056;452335;386975;342465;453658
Cordemais;481820;41457;27477;21478;36473
Cramoisy;313544;3434;2135;1531;2906
Crécy-la-Chapelle;116772;157761;197337;84779;190995
Crépieux la Pape;723502;33242;18486;5478;9378
Crest;761783;95904;53630;52330;75386
Dambach-la-Ville;214213;36166;32630;29978;39069
Damblain;142497;270;186;41;261
Dangé-Saint-Romain;575126;29629;22872;18885;20056
Danjoutin;700146;1742;1007;948;1924
Daours;315044;31621;28044;27157;31699
Dax;673202;1469540;1208755;794978;1164973
Deuil - Montmagny;276345;2982566;2557225;891849;3089529
Deûlémont;287185;417;396;147;316
Diarville;141648;844;586;1373;1911
Die;761841;67564;42652;40656;57018
Diemeringen;215665;163309;132604;103728;124653
Dieupentale;611681;151918;126036;105242;115104
Dol-de-Bretagne;478073;543868;384796;295448;427379
Dole;713412;1226910;947536;818457;1049061
Don - Sainghin;286435;187423;138138;153240;279741
Dorlisheim;214338;117343;98437;88897;138757
Dormans;171512;163055;129963;119963;161854
Dourdan;545525;786264;699773;335576;951888
Douzillac;595280;0;0;0;0
Ebblinghem;281469;13896;11304;12028;28572
Enghien-les-Bains;276022;7014246;6111149;3316445;7568159
Épanvilliers;575357;1450;1428;770;740
Épernay;171553;861812;611236;493822;806159
Épône - Mézières;386763;1243300;926054;430031;1023974
Éragny - Neuville;381418;783828;742307;439717;978365
Escaudœuvres;345496;804;531;143;32
Esquelbecq;281113;152475;118724;113884;149397
Étain;175794;111302;96619;88396;88957
Étampes;545137;2602664;2449541;1469370;3150915
Eu;317537;33338;27102;21903;19477
Évreux Normandie;387001;1403230;984374;866494;1411717
Farébersviller;193516;1340;687;930;2505
Fellering;182626;19737;22995;23468;25221
Feuquerolles;316752;0;0;0;10
Figeac;613091;201708;148601;112778;124903
Fleurieux-sur-l'Arbresle;721563;163381;131960;109005;169352
Fos-sur-Mer;753442;8812;5444;2941;7260
Foug;141036;8384;6388;6301;7974
Fougeré;486316;1808;1363;1890;2420
Fouilloy;313841;4942;2151;1692;1747
Franconville - Le Plessis-Bouchard;276071;5203210;4930658;3109665;5875083
Frasne;715136;320732;214938;167160;260220
Frénouville - Cagny;444182;14144;9513;9392;19546
Fresnoy-le-Grand;296293;26363;20237;14289;22961
Fréteval - Morée;574533;4261;3856;2479;3872
Fretin;286641;66985;59194;53815;92078
Froncles;142240;46809;44133;37461;36457
Frontenex;741629;32224;24845;17745;33797
Frynaudour;473876;735;254;208;625
Gallargues-le-Montueux;775130;17500;16323;8776;7596
Garches - Marnes-la-Coquette;382259;1962296;1708430;932660;1891700
Gare routière de Forges d'Abel;672840;0;0;0;14
Gauriaguet;491225;60009;46806;39013;41321
Gemeaux;713842;28695;21872;20015;22959
Gerzat;734046;31906;24853;20688;27140
Gonfaron;755397;34170;25694;17023;26393
Gourdon;613141;130100;103255;75932;96737
Gragnague;615377;26536;18035;16440;18618
Granville;447680;618781;426108;327623;471327
Grenoble Universités - Gières;747402;943242;686340;551556;894346
Guérard - La Celle-sur-Morin;116269;72793;100298;52298;88140
Guéret;597609;71942;55050;41808;79157
Guéthary;673459;38627;30445;20561;27590
Guillerval;545129;17002;13632;11258;20584
Guingamp;473207;1152596;868285;646170;880728
Haguenau;213058;2534668;2059810;1645963;2168445
Halsou - Larressore;673640;6740;3840;1462;223
Ham;313494;219148;181111;118593;161089
Hatrize;192724;501;182;286;1580
Hazebrouck;286302;1828719;1463043;1295845;1859145
Heiligenberg - Mollkirch;214627;20988;19093;17456;26388
Hennebont;476259;191358;134383;101630;150458
Herbitzheim;193672;40427;45283;57339;48572
Héricy;682435;46723;65517;26867;56569
Houdemont;141473;11588;9155;6841;7963
Igney;144089;18840;15286;12451;14274
Ille-sur-Têt;784561;9957;5449;3518;1152
Illfurth;182204;68267;56796;49498;78865
Imphy;696450;58517;34289;23676;44593
Isbergues;342279;188225;148320;130662;219400
Issé;481622;26374;19007;14172;20099
Issou - Porcheville;381574;322803;308847;139822;211354
Istres;753418;53969;37624;27559;55373
Itxassou;673665;2006;0;10;255
Jaux;272013;11822;8175;5339;9771
Joinville;175091;63579;49377;39873;57765
Jouy;394155;138638;107028;96053;119108
Jouy-en-Josas;393512;683855;542195;308399;829498
Ker Lann;159947;85456;66092;47823;71306
Kilstett;212324;104003;82257;69558;96880
Kurtzenhouse;213660;94909;80030;66860;101037
La Bâthie;741678;106;239;43;100
La Baule-Escoublac;481754;673256;541595;390788;585576
La Borne Blanche;276287;140070;113513;95188;168264
La Bourboule;641464;12072;11256;6258;9000
La Cave;595215;1;3;4;8
La Chaussée-Saint-Victor;574251;1511;868;897;2175
La Courneuve - Aubervilliers;271304;11989659;10752022;7295836;14517022
La Crèche;485474;24541;18345;15336;19339
La Croix de Méan;481689;5910;4428;2737;3399
La Douzillère;9696;9903;9147;7664;10886
La Ferté-Milon;116673;133587;99496;72807;128417
La Fouillouse;726232;13394;7312;5484;9693
La Grande-Paroisse;682476;54790;40100;32594;66342
La Guierche;396036;17497;11597;10322;25208
La Hume;582635;199037;151355;118014;189202
La Jarrie;485185;27766;17939;13853;18035
La Joux;746842;494;272;217;330
La Loupe;394254;688008;508918;399998;480629
La Madeleine;286187;18027;12674;8254;9570
La Porcherie;592295;4510;2804;3009;3740
La Rivière de Mansac;594416;4610;1715;66;263
La Roche-sur-Yon;486019;1383889;992645;714668;1102979
La Tour-du-Pin;723478;1172527;908265;740604;1118580
La Ville-Dieu-du-Temple;611459;23006;18839;11941;11468
La Wantzenau;212316;36686;30439;24431;48018
Labarthe-Inard;611129;0;0;230;149
Labège Village;612028;8650;8633;8161;11329
Labergement-Sainte-Marie;715219;11097;6856;5664;8043
Labouheyre;582551;100803;74588;51758;73331
Laguépie;613471;10284;6499;4219;5671
Lalinde;584441;31670;22715;14034;14540
Lamagistère;611855;22403;18406;14791;16800
Lamotte-Beuvron;543140;316910;205129;173643;238286
Lancey;417501;201032;133377;111790;177862
Landrecies;295642;11225;11053;11742;20066
Landry;741777;43236;22281;25802;36159
Langres;142091;74633;52971;46127;81529
Lardy;545160;351191;332153;205073;425172
Lathus-Saint-Rémy;575498;1013;723;579;822
Latour-de-Carol - Enveitg;611483;76304;53545;37219;56705
Laveline-devant-Bruyères;144162;4885;3270;3175;5376
Le Bousquet-d'Orb;781583;2364;1217;663;1053
Le Cateau-Cambrésis;295220;32155;25044;25360;27490
Le Creusot;694000;195629;143524;124512;171562
Le Creusot - Montceau-les-Mines - Montchanin TGV;694109;742664;568443;446749;785227
Le Croisic;481788;174311;137204;96927;145106
Le Fauga;611046;73986;61949;47824;51144
Le Grand-Lemps;747220;136252;100421;80000;103290
Le Méridien La Ferrière;721522;170819;152601;155515;193773
Le Merlerault;444588;6;5;17;726
Le Perray-en-Yvelines;393298;591206;514506;354142;715156
Le Val d'Or;382366;1848826;1548040;788261;1722096
Le Vert de Maisons;681247;2529584;2027532;969205;3062538
Lépin-le-Lac - La Bauche;741439;78670;48545;40970;56105
Les Bossons;746768;5988;4746;4024;4044
Les Grésillons;272146;2274636;1536083;1229850;2754273
Les Houches;746743;22571;17801;14700;19061
Les Moussoux;746818;2054;1993;1547;3100
Les Noues;276238;1205683;1272141;773295;1461270
Les Quatre Roues;576181;2428;557;276;309
Les Tines;746834;3703;2428;2133;2759
Les Trillers;641373;760;634;723;1024
Les Vallées;386300;5077252;4068322;2124124;4283672
L'Hermitage - Mordelles;471060;55145;37499;30059;45614
L'Hôpital-du-Grosbois;718528;20109;16493;18707;20152
Liancourt - Rantigny;276212;284242;223385;199281;316244
Libourne;584052;2167501;1682031;1264221;1883300
Liévin;345041;38216;33095;33409;52898
Lille Europe;223263;9614126;6885505;5243137;12309007
Lille Flandres;286005;27839172;20171260;17603244;27607050
Lillers;342238;217071;179567;155339;249452
Limersheim;212274;92018;75186;65038;100755
Lison;447219;278557;167436;118875;213420
Logelbach;182345;34475;28695;22194;36187
Longages - Noé;611053;157558;125480;96302;127700
Longecourt-en-Plaine;712620;3284;2043;2912;4425
Longueil-Annel;272195;23579;19333;13925;22887
Longuerue - Vieux-Manoir;411447;11774;8076;7437;11158
Longueville;116137;680603;660085;368201;824175
Lorient Bretagne Sud;476002;2488202;1848137;1356222;1958414
Louhossoa;673673;0;195;390;498
Lourdes;671339;567444;356851;249153;519159
Louveciennes;382457;977571;827992;478388;1015247
Luc-en-Diois;761874;9479;5520;5810;8242
Luchon;611236;42692;22608;22939;28744
Lunas;781575;582;260;108;299
Lus-la-Croix-Haute;747667;552;69;3261;5455
Lyon Part Dieu;723197;48744620;34916905;26055555;43450031
Mâcon;725689;1698578;1307771;1036061;1519578
Magny - Blandainville;394429;14061;8348;3076;4625
Maintenon;394130;1690262;1351217;1150420;1541122
Maisons-Laffitte;386425;7964985;6034740;4048033;8594609
Mandelieu-la-Napoule;757591;164643;114564;83962;151733
Mareil-sur-Mauldre;381715;70521;76033;39174;85503
Margaux;581215;47532;36102;27822;38867
Marignac - Saint-Béat;611194;2436;1808;1574;2090
Marmagne;576132;8259;5677;4351;6292
Marne-la-Vallée Chessy;111849;4825292;3443646;2591844;5648477
Marseille Saint-Charles;751008;24152067;18893880;13671005;20898939
Marseille-en-Beauvaisis;313726;56797;41085;27336;28586
Martigny-les-Bains;144295;11538;9880;5565;6953
Masseret;594820;8126;6984;4637;5767
Meaux;116103;7838001;8727614;649234;9490751
Mennecy;681411;797420;1164793;367289;965477
Mennessis;296434;12627;9494;6485;6698
Menton;756486;2298088;1667908;1383130;2419659
Menton Garavan;756494;317087;196159;134461;296422
Mérignac Arlac;278259;88408;80857;64264;141346
Mervans;713701;11555;7720;6217;9278
Metzervisse;191338;3220;3597;3651;4874
Meudon Val Fleury;393082;2389874;1323040;1222423;2893671
Mitry - Claye;271528;2580330;2460460;1404440;2950501
Modane;742007;256731;229826;193988;243026
Moissac;611889;124171;87547;63551;77068
Molsheim;214577;1688989;1409315;1246146;1616418
Monaco-Monte-Carlo;756403;6560913;4935372;4085871;7534138
Montargis;684001;1914033;1534674;1252990;2147437
Montataire;276618;58123;42796;25650;42097
Montauban Ville Bourbon;611244;1729160;1404670;1044259;1310482
Montaudran;612010;67312;48367;32166;36930
Montbazon;571406;9855;7251;7924;11899
Mont-Dauphin - Guillestre;763508;79124;49257;51656;77673
Mont-de-Marsan;671016;550664;426272;341538;444293
Montérolier - Buchy;411454;28164;24783;25405;38036
Montfavet;765412;27675;19097;13386;24245
Montferrand - Thoraise;718106;4199;1544;2317;2778
Montfort-le-Gesnois;396291;17261;11697;11272;35207
Montmédy;194209;4704;2984;2001;5546
Montpon-Ménestérol;595322;213020;173851;138669;203218
Montréjeau - Gourdan-Polignan;611152;279762;171176;117473;142214
Montreuil;382879;2010237;1897965;748793;2226698
Montreuil-Bellay;487637;9781;6728;4470;6291
Montrichard;574855;107575;89253;67643;89033
Montroc le Planet;746867;5222;3434;2607;4393
Montry - Condé;116400;42061;54070;23320;50924
Montsoult - Maffliers;276493;1480901;1315810;768419;1492565
Montsûrs;478537;25367;16191;12317;29501
Morez;715441;37290;27532;20859;26948
Morgny-la-Pommeraye;411439;28457;23328;19899;23642
Morhange;192286;106556;86458;67681;95491
Morlaix;474338;960345;731510;534264;789407
Morre;391300;5988;3871;5818;8286
Mortcerf;116244;127841;135903;75184;154778
Mouans-Sartoux;401323;176431;143323;91143;165696
Moulis - Listrac;581231;35916;25708;17758;28996
Moult - Argences;444190;61050;46947;42302;65037
Muizon;171298;116235;91852;80902;73393
Mulhouse Zu Rhein;472639;0;0;0;0
Mundolsheim;212100;67611;53029;41411;69281
Murat;645481;13720;16795;11931;13215
Mutzig;214585;305754;269656;244589;317546
Narbonne;781104;2667851;1962323;1306928;1548627
Nemours - Saint-Pierre;684126;1245506;1279368;772805;1507877
Neuville-sur-Sarthe;396028;11720;8866;6595;10593
Nice;756056;10927384;7711360;6071635;11066418
Nœux-les-Mines;342139;81665;69560;60420;95971
Nogent - Le Perreux;113746;3019593;3079817;2091668;4819859
Nogent-l'Artaud - Charly;116566;450012;366146;283466;490265
Notre-Dame de Briançon;741694;9145;6842;3517;5366
Nouvion-sur-Meuse;172213;73643;55944;45387;45483
Nurieux-Volognat;743351;12645;12886;9901;20701
Olette - Canaveilles;784728;2807;2023;1991;1774
Origny-en-Thiérache;296145;7732;9079;8383;5564
Ormoy-Villers;271585;36319;37966;19872;34935
Ors;295667;288;220;269;792
Ozoir-la-Ferrière;116020;1757433;1914692;1129670;2409248
Pagny-sur-Meuse;175828;6897;4676;3509;4708
Paimpol;473868;79438;65144;52778;66268
Pamiers;611343;448647;338022;222671;369000
Parempuyre;581710;57109;35888;27698;52843
Paris Gare du Nord;271007;239949211;149217869;108188925;275203433
Paris Montparnasse;391003;71219734;51402955;40623410;76622775
Parthenay;487173;3896;5953;6148;24252
Pas des Lanciers;753285;144279;110104;89100;149364
Peltre;192203;26353;20934;19134;27544
Péreire - Levallois;381012;3719484;1495122;1599075;4503007
Pérenchies;286278;74415;47076;45576;72519
Phalempin;286500;297732;247621;256518;413987
Plénée-Jugon;473082;13750;11303;8451;10722
Pleyber-Christ;474320;6326;3102;2213;3067
Plounérin;473199;1168;362;345;1281
Plouvara - Plerneuf;473132;645;455;455;237
Poissy;386573;11163637;7308400;5232947;10787497
Poitiers;575001;4878367;3777312;2672636;4531798
Poliénas;761742;37566;29666;24212;32826
Poligny;718189;117389;97108;82738;95413
Pons;491100;41789;30228;16113;30263
Pont de l'Alma;393041;3411547;2734194;2258916;4130203
Pont-d'Ain;743120;31244;25236;19543;26296
Pont-de-Buis;474056;35454;21778;12707;17857
Pont-du-Château;734087;65781;43341;42416;46360
Ponthierry - Pringy;682526;408987;421325;225928;495137
Pont-Melvez;473520;6315;6423;5599;5800
Pontrieux Halte;473835;9334;5888;2636;3273
Port Boulet;571794;202371;145242;110711;154528
Port-Brillet;478750;40510;28350;24133;51913
Porte de Clichy;111278;3107862;2502513;1318285;3762544
Port-la-Nouvelle;781062;124777;104839;70509;83628
Port-Vendres;784264;43409;28342;16364;27707
Provins;116160;564456;566796;301849;683609
Puteaux;382382;3900194;3006079;1740529;4036184
Quesnoy-sur-Deûle;286245;35;57;142;954
Questembert;476671;341347;234978;153542;202112
Quiberon;476457;144960;118557;97462;138260
Quincieux;721290;91158;74826;60983;73920
Raedersheim;182717;52212;41128;34582;52673
Rassuen;753426;6380;3925;1340;3035
Reichshoffen;213249;279606;208745;173062;203546
Reims;171009;4584419;3331646;2714054;4063956
Rémilly;192237;315294;267458;214244;276476
Remiremont;144451;399140;278252;212584;340591
Remoulins;775395;762;0;0;0
Remy;313403;7711;9433;7776;8537
Renescure;281451;16953;14664;15567;27002
Rennes;471003;18562448;12825686;9909050;15451239
Retiers;471359;65312;34477;29121;38366
Revin;172080;249398;225893;207920;217023
Ria-Sirach;784660;1145;644;96;788
Richwiller;182675;0;0;0;0
Rieux - Angicourt;276352;175894;140214;120995;164911
Riom - Châtel-Guyon;734053;1230888;950331;787609;1118235
Roche-lez-Beaupré;718403;6860;5173;4621;7487
Roeschwoog;212407;72205;52696;43367;58857
Romanèche-Thorins;725739;47885;32133;26448;44326
Romorantin Blanc Argent;576025;208914;125534;96061;119781
Roscoff;474635;11236;8879;6737;15774
Rouffach;182337;298242;228001;195250;260347
Rouillé;485532;16496;12912;8279;11199
Royan;491803;347087;264645;197601;288334
Ruminghem;287300;30844;27757;26271;30921
Sablé-sur-Sarthe;396408;712394;568856;413375;731047
